html_url_repository,file_location,date
https://github.com/maxtillich/retrofuture,zweitepraesentation/node_modules/grunt-contrib-uglify/node_modules/uri-path/CONTRIBUTING.md,2023-09-11
https://github.com/maxtillich/retrofuture,zweitepraesentation/node_modules/grunt-contrib-watch/node_modules/body-parser/node_modules/qs/CONTRIBUTING.md,2023-09-11
https://github.com/maxtillich/retrofuture,zweitepraesentation/node_modules/grunt-contrib-watch/node_modules/qs/CONTRIBUTING.md,2023-09-11
https://github.com/maxtillich/retrofuture,zweitepraesentation/node_modules/grunt-wp-i18n/CONTRIBUTING.md,2023-09-11
https://github.com/maxtillich/retrofuture,zweitepraesentation/node_modules/grunt-wp-i18n/node_modules/underscore.string/CONTRIBUTING.markdown,2023-09-11
https://github.com/maxtillich/retrofuture,zweitepraesentation/node_modules/grunt/CONTRIBUTING.md,2023-09-11
https://github.com/niccokunzmann/escape-the-shell,CONTRIBUTING.md,2023-09-11
https://github.com/pacman82/arrow-odbc,Contributing.md,2023-09-11
https://github.com/pacman82/arrow-odbc-py,Contributing.md,2023-09-11
https://github.com/pacman82/atoi-rs,CONTRIBUTING.md,2023-09-11
https://github.com/pacman82/odbc-api,Contributing.md,2023-09-11
https://github.com/pacman82/odbc2parquet,Contributing.md,2023-09-11
https://github.com/pacman82/throttle,CONTRIBUTING.md,2023-09-11
https://github.com/paulalisson/fasttextM,CONTRIBUTING.md,2023-09-11
https://github.com/potassco/clingo-rs,CONTRIBUTING.md,2023-09-11
https://github.com/potassco/clingofmt,CONTRIBUTING.md,2023-09-11
https://github.com/potassco/clingoLP,CONTRIBUTING.md,2023-09-11
https://github.com/potassco/tree-sitter-clingo,CONTRIBUTING.md,2023-09-11
https://github.com/pschonev/biBooks,laser/CODE_OF_CONDUCT.md,2023-09-11
https://github.com/pschonev/gatsby-netlify-cms-germany,CODE_OF_CONDUCT.md,2023-09-11
https://github.com/pschonev/gatsby-netlify-cms-germany,CONTRIBUTING.md,2023-09-11
https://github.com/sarahkiener/compound-sensitivity,gcomet/CONTRIBUTING.md,2023-09-11
https://github.com/sebas524/admin-app,src/assets/plugins/calendar/dist/CONTRIBUTING.txt,2023-09-11
https://github.com/sebas524/admin-app,src/assets/plugins/datatables/Contributing.md,2023-09-11
https://github.com/sebas524/admin-app,src/assets/plugins/dropzone-master/CONTRIBUTING.md,2023-09-11
https://github.com/sebas524/admin-app,src/assets/plugins/flot/CONTRIBUTING.md,2023-09-11
https://github.com/sebas524/admin-app,src/assets/plugins/jquery-wizard-master/CONTRIBUTING.md,2023-09-11
https://github.com/sebas524/admin-app,src/assets/plugins/select2/CONTRIBUTING.md,2023-09-11
https://github.com/sebas524/admin-app,src/assets/plugins/tablesaw-master/CONTRIBUTING.md,2023-09-11
https://github.com/sebas524/admin-app,src/assets/plugins/typeahead.js-master/CONTRIBUTING.md,2023-09-11
https://github.com/simonstadlinger/DYOD_2021,CONTRIBUTING.md,2023-09-11
https://github.com/TillF/WASA-SED,docs/CONTRIBUTING.md,2023-09-11
https://github.com/University-of-Potsdam-MM/EventsApp,platforms/android/cordova/node_modules/q/CONTRIBUTING.md,2023-09-11
https://github.com/University-of-Potsdam-MM/orcid,extResources/citation-style-language/locales/CONTRIBUTING.md,2023-09-11
https://github.com/University-of-Potsdam-MM/orcid,extResources/citation-style-language/styles/CONTRIBUTING.md,2023-09-11
